44128, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.852  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1262]: n_dims = 1, name = a.blk.8.attn_k.input_min, tensor_size=4, offset=2973644160, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1848]: n_dims = 1, name = v.blk.6.ffn_down.input_min, tensor_size=4, offset=3275758336, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1849]: n_dims = 2, name = v.blk.6.ffn_down.weight, tensor_size=4718592, offset=3275758368, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1850]: n_dims = 1, name = v.blk.6.ffn_down.output_max, tensor_size=4, offset=3280476960, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1851]: n_dims = 1, name = v.blk.6.ffn_down.output_min, tensor_size=4, offset=3280476992, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1852]: n_dims = 1, name = v.blk.6.ffn_gate.input_max, tensor_size=4, offset=3280477024, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1853]: n_dims = 1, name = v.blk.6.ffn_gate.input_min, tensor_size=4, offset=3280477056, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1854]: n_dims = 2, name = v.blk.6.ffn_gate.weight, tensor_size=4718592, offset=3280477088, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1855]: n_dims = 1, name = v.blk.6.ffn_gate.output_max, tensor_size=4, offset=3285195680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1856]: n_dims = 1, name = v.blk.6.ffn_gate.output_min, tensor_size=4, offset=3285195712, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1857]: n_dims = 1, name = v.blk.6.ffn_up.input_max, tensor_size=4, offset=3285195744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1858]: n_dims = 1, name = v.blk.6.ffn_up.input_min, tensor_size=4, offset=3285195776, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1859]: n_dims = 2, name = v.blk.6.ffn_up.weight, tensor_size=4718592, offset=3285195808, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1860]: n_dims = 1, name = v.blk.6.ffn_up.output_max, tensor_size=4, offset=3289914400, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1861]: n_dims = 1, name = v.blk.6.ffn_up.output_min, tensor_size=4, offset=3289914432, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1862]: n_dims = 1, name = v.blk.6.attn_post_norm.weight, tensor_size=3072, offset=3289914464, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1863]: n_dims = 1, name = v.blk.6.ffn_post_norm.weight, tensor_size=3072, offset=3289917536, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1864]: n_dims = 1, name = v.blk.6.ln2.weight, tensor_size=3072, offset=3289920608, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1865]: n_dims = 1, name = v.blk.6.attn_k_norm.weight, tensor_size=256, offset=3289923680, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1866]: n_dims = 1, name = v.blk.6.attn_k.input_max, tensor_size=4, offset=3289923936, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1867]: n_dims = 1, name = v.blk.6.attn_k.input_min, tensor_size=4, offset=3289923968, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1868]: n_dims = 2, name = v.blk.6.attn_k.weight, tensor_size=1179648, offset=3289924000, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1869]: n_dims = 1, name = v.blk.6.attn_k.output_max, tensor_size=4, offset=3291103648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1870]: n_dims = 1, name = v.blk.6.attn_k.output_min, tensor_size=4, offset=3291103680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1871]: n_dims = 1, name = v.blk.6.attn_out.input_max, tensor_size=4, offset=3291103712, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1872]: n_dims = 1, name = v.blk.6.attn_out.input_min, tensor_size=4, offset=3291103744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1873]: n_dims = 2, name = v.blk.6.attn_out.weight, tensor_size=1179648, offset=3291103776, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1874]: n_dims = 1, name = v.blk.6.attn_out.output_max, tensor_size=4, offset=3292283424, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1875]: n_dims = 1, name = v.blk.6.attn_out.output_min, tensor_size=4, offset=3292283456, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1876]: n_dims = 1, name = v.blk.6.attn_q_norm.weight, tensor_size=256, offset=3292283488, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1877]: n_dims = 1, name = v.blk.6.attn_q.input_max, tensor_size=4, offset=3292283744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1878]: n_dims = 1, name = v.blk.6.attn_q.input_min, tensor_size=4, offset=3292283776, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1879]: n_dims = 2, name = v.blk.6.attn_q.weight, tensor_size=1179648, offset=3292283808, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1880]: n_dims = 1, name = v.blk.6.attn_q.output_max, tensor_size=4, offset=3293463456, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1881]: n_dims = 1, name = v.blk.6.attn_q.output_min, tensor_size=4, offset=3293463488, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1882]: n_dims = 1, name = v.blk.6.attn_v.input_max, tensor_size=4, offset=3293463520, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1883]: n_dims = 1, name = v.blk.6.attn_v.input_min, tensor_size=4, offset=3293463552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1884]: n_dims = 2, name = v.blk.6.attn_v.weight, tensor_size=1179648, offset=3293463584, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1885]: n_dims = 1, name = v.blk.6.attn_v.output_max, tensor_size=4, offset=3294643232, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1886]: n_dims = 1, name = v.blk.6.attn_v.output_min, tensor_size=4, offset=3294643264, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1887]: n_dims = 1, name = v.blk.7.ln1.weight, tensor_size=3072, offset=3294643296, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1888]: n_dims = 1, name = v.blk.7.ffn_down.input_max, tensor_size=4, offset=3294646368, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1889]: n_dims = 1, name = v.blk.7.ffn_down.input_min, tensor_size=4, offset=3294646400, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1890]: n_dims = 2, name = v.blk.7.ffn_down.weight, tensor_size=4718592, offset=3294646432, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1891]: n_dims = 1, name = v.blk.7.ffn_down.output_max, tensor_size=4, offset=3299365024, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1892]: n_dims = 1, name = v.blk.7.ffn_down.output_min, tensor_size=4, offset=3299365056, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1893]: n_dims = 1, name = v.blk.7.ffn_gate.input_max, tensor_size=4, offset=3299365088, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1894]: n_dims = 1, name = v.blk.7.ffn_gate.input_min, tensor_size=4, offset=3299365120, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1895]: n_dims = 2, name = v.blk.7.ffn_gate.weight, tensor_size=4718592, offset=3299365152, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1896]: n_dims = 1, name = v.blk.7.ffn_gate.output_max, tensor_size=4, offset=3304083744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1897]: n_dims = 1, name = v.blk.7.ffn_gate.output_min, tensor_size=4, offset=3304083776, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1898]: n_dims = 1, name = v.blk.7.ffn_up.input_max, tensor_size=4, offset=3304083808, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1899]: n_dims = 1, name = v.blk.7.ffn_up.input_min, tensor_size=4, offset=3304083840, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1900]: n_dims = 2, name = v.blk.7.ffn_up.weight, tensor_size=4718592, offset=3304083872, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1901]: n_dims = 1, name = v.blk.7.ffn_up.output_max, tensor_size=4, offset=3308802464, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1902]: n_dims = 1, name = v.blk.7.ffn_up.output_min, tensor_size=4, offset=3308802496, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1903]: n_dims = 1, name = v.blk.7.attn_post_norm.weight, tensor_size=3072, offset=3308802528, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1904]: n_dims = 1, name = v.blk.7.ffn_post_norm.weight, tensor_size=3072, offset=3308805600, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1905]: n_dims = 1, name = v.blk.7.ln2.weight, tensor_size=3072, offset=3308808672, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1906]: n_dims = 1, name = v.blk.7.attn_k_norm.weight, tensor_size=256, offset=3308811744, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1907]: n_dims = 1, name = v.blk.7.attn_k.input_max, tensor_size=4, offset=3308812000, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1908]: n_dims = 1, name = v.blk.7.attn_k.input_min, tensor_size=4, offset=3308812032, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1909]: n_dims = 2, name = v.blk.7.attn_k.weight, tensor_size=1179648, offset=3308812064, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1910]: n_dims = 1, name = v.blk.7.attn_k.output_max, tensor_size=4, offset=3309991712, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1911]: n_dims = 1, name = v.blk.7.attn_k.output_min, tensor_size=4, offset=3309991744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1912]: n_dims = 1, name = v.blk.7.attn_out.input_max, tensor_size=4, offset=3309991776, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1913]: n_dims = 1, name = v.blk.7.attn_out.input_min, tensor_size=4, offset=3309991808, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1914]: n_dims = 2, name = v.blk.7.attn_out.weight, tensor_size=1179648, offset=3309991840, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1915]: n_dims = 1, name = v.blk.7.attn_out.output_max, tensor_size=4, offset=3311171488, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1916]: n_dims = 1, name = v.blk.7.attn_out.output_min, tensor_size=4, offset=3311171520, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1917]: n_dims = 1, name = v.blk.7.attn_q_norm.weight, tensor_size=256, offset=3311171552, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1918]: n_dims = 1, name = v.blk.7.attn_q.input_max, tensor_size=4, offset=3311171808, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1919]: n_dims = 1, name = v.blk.7.attn_q.input_min, tensor_size=4, offset=3311171840, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1920]: n_dims = 2, name = v.blk.7.attn_q.weight, tensor_size=1179648, offset=3311171872, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1921]: n_dims = 1, name = v.blk.7.attn_q.output_max, tensor_size=4, offset=3312351520, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1922]: n_dims = 1, name = v.blk.7.attn_q.output_min, tensor_size=4, offset=3312351552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1923]: n_dims = 1, name = v.blk.7.attn_v.input_max, tensor_size=4, offset=3312351584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1924]: n_dims = 1, name = v.blk.7.attn_v.input_min, tensor_size=4, offset=3312351616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1925]: n_dims = 2, name = v.blk.7.attn_v.weight, tensor_size=1179648, offset=3312351648, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1926]: n_dims = 1, name = v.blk.7.attn_v.output_max, tensor_size=4, offset=3313531296, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1927]: n_dims = 1, name = v.blk.7.attn_v.output_min, tensor_size=4, offset=3313531328, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1928]: n_dims = 1, name = v.blk.8.ln1.weight, tensor_size=3072, offset=3313531360, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1929]: n_dims = 1, name = v.blk.8.ffn_down.input_max, tensor_size=4, offset=3313534432, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1930]: n_dims = 1, name = v.blk.8.ffn_down.input_min, tensor_size=4, offset=3313534464, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1931]: n_dims = 2, name = v.blk.8.ffn_down.weight, tensor_size=4718592, offset=3313534496, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1932]: n_dims = 1, name = v.blk.8.ffn_down.output_max, tensor_size=4, offset=3318253088, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1933]: n_dims = 1, name = v.blk.8.ffn_down.output_min, tensor_size=4, offset=3318253120, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.866  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1934]: n_dims = 1, name = v.blk.8.ffn_gate.input_max, tensor_size=4, offset=3318253152, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1935]: n_dims = 1, name = v.blk.8.ffn_gate.input_min, tensor_size=4, offset=3318253184, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1936]: n_dims = 2, name = v.blk.8.ffn_gate.weight, tensor_size=4718592, offset=3318253216, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1937]: n_dims = 1, name = v.blk.8.ffn_gate.output_max, tensor_size=4, offset=3322971808, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1938]: n_dims = 1, name = v.blk.8.ffn_gate.output_min, tensor_size=4, offset=3322971840, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1939]: n_dims = 1, name = v.blk.8.ffn_up.input_max, tensor_size=4, offset=3322971872, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1940]: n_dims = 1, name = v.blk.8.ffn_up.input_min, tensor_size=4, offset=3322971904, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1941]: n_dims = 2, name = v.blk.8.ffn_up.weight, tensor_size=4718592, offset=3322971936, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1942]: n_dims = 1, name = v.blk.8.ffn_up.output_max, tensor_size=4, offset=3327690528, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1943]: n_dims = 1, name = v.blk.8.ffn_up.output_min, tensor_size=4, offset=3327690560, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1944]: n_dims = 1, name = v.blk.8.attn_post_norm.weight, tensor_size=3072, offset=3327690592, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1945]: n_dims = 1, name = v.blk.8.ffn_post_norm.weight, tensor_size=3072, offset=3327693664, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1946]: n_dims = 1, name = v.blk.8.ln2.weight, tensor_size=3072, offset=3327696736, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1947]: n_dims = 1, name = v.blk.8.attn_k_norm.weight, tensor_size=256, offset=3327699808, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1948]: n_dims = 1, name = v.blk.8.attn_k.input_max, tensor_size=4, offset=3327700064, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1949]: n_dims = 1, name = v.blk.8.attn_k.input_min, tensor_size=4, offset=3327700096, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1950]: n_dims = 2, name = v.blk.8.attn_k.weight, tensor_size=1179648, offset=3327700128, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1951]: n_dims = 1, name = v.blk.8.attn_k.output_max, tensor_size=4, offset=3328879776, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1952]: n_dims = 1, name = v.blk.8.attn_k.output_min, tensor_size=4, offset=3328879808, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1953]: n_dims = 1, name = v.blk.8.attn_out.input_max, tensor_size=4, offset=3328879840, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1954]: n_dims = 1, name = v.blk.8.attn_out.input_min, tensor_size=4, offset=3328879872, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1955]: n_dims = 2, name = v.blk.8.attn_out.weight, tensor_size=1179648, offset=3328879904, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1956]: n_dims = 1, name = v.blk.8.attn_out.output_max, tensor_size=4, offset=3330059552, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1957]: n_dims = 1, name = v.blk.8.attn_out.output_min, tensor_size=4, offset=3330059584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1958]: n_dims = 1, name = v.blk.8.attn_q_norm.weight, tensor_size=256, offset=3330059616, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1959]: n_dims = 1, name = v.blk.8.attn_q.input_max, tensor_size=4, offset=3330059872, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1960]: n_dims = 1, name = v.blk.8.attn_q.input_min, tensor_size=4, offset=3330059904, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1961]: n_dims = 2, name = v.blk.8.attn_q.weight, tensor_size=1179648, offset=3330059936, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1962]: n_dims = 1, name = v.blk.8.attn_q.output_max, tensor_size=4, offset=3331239584, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1963]: n_dims = 1, name = v.blk.8.attn_q.output_min, tensor_size=4, offset=3331239616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1964]: n_dims = 1, name = v.blk.8.attn_v.input_max, tensor_size=4, offset=3331239648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1965]: n_dims = 1, name = v.blk.8.attn_v.input_min, tensor_size=4, offset=3331239680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1966]: n_dims = 2, name = v.blk.8.attn_v.weight, tensor_size=1179648, offset=3331239712, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1967]: n_dims = 1, name = v.blk.8.attn_v.output_max, tensor_size=4, offset=3332419360, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1968]: n_dims = 1, name = v.blk.8.attn_v.output_min, tensor_size=4, offset=3332419392, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1969]: n_dims = 1, name = v.blk.9.ln1.weight, tensor_size=3072, offset=3332419424, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1970]: n_dims = 1, name = v.blk.9.ffn_down.input_max, tensor_size=4, offset=3332422496, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1971]: n_dims = 1, name = v.blk.9.ffn_down.input_min, tensor_size=4, offset=3332422528, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1972]: n_dims = 2, name = v.blk.9.ffn_down.weight, tensor_size=4718592, offset=3332422560, shape:[3072, 768, 1, 1], type = f16
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1973]: n_dims = 1, name = v.blk.9.ffn_down.output_max, tensor_size=4, offset=3337141152, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1974]: n_dims = 1, name = v.blk.9.ffn_down.output_min, tensor_size=4, offset=3337141184, shape:[1, 1, 1, 1], type = f32
